Name,CharCount
student4733.c,1153
student7178.c,1270
student3701.c,1256
student2755.c,1846
student8794.c,1458
student1465.c,1646
student8067.c,1255
student5358.c,7937
student1192.c,63
student9318.c,2075
student6328.c,1604
student4163.c,2631
student1482.c,1575
student6963.c,1446
student4537.c,1725
student1725.c,63
student3624.c,1846
student7119.c,63
student6281.c,63
student9542.c,1414
student8142.c,1104
student8006.c,2829
student7956.c,63
student7485.c,2095
student6349.c,63
student4412.c,63
student9669.c,1723
student7232.c,3528
student1600.c,3325
student6776.c,63
student2888.c,1645
student4456.c,1919
student2574.c,2963
student7136.c,4332
student1440.c,1991
student8552.c,263
student8416.c,1937
student2634.c,1782
student6109.c,1287
student7019.c,63
student8029.c,1848
student6419.c,2079
student7643.c,1771
student4280.c,2128
student6617.c,63
student1915.c,1790
student1582.c,2434
student9567.c,102
student1565.c,0
student4903.c,233
student7013.c,2639
student5957.c,2232
student5667.c,1365
student6168.c,1825
student4577.c,2485
student7977.c,1825
student2511.c,1940
student8733.c,63
student8367.c,1496
student3315.c,7937
student7153.c,1249
student6553.c,1163
student3871.c,1275
student7443.c,1117
student7507.c,1097
student9073.c,1660
student9972.c,1468
student7709.c,4332
student8616.c,2089
student9352.c,1516
student5529.c,1348
student1640.c,2261
student1704.c,1249
student6049.c,63
student9569.c,3070
student4966.c,1775
student2900.c,1442
student8412.c,1573
student2800.c,1359
student1110.c,1919
student6122.c,1445
student5832.c,1645
student1688.c,2667
student8069.c,1630
student2364.c,1294
student4949.c,1825
student6795.c,2020
student8909.c,1499
student3560.c,2008
student3424.c,2370
student8329.c,1466
student2925.c,63
student6517.c,2104
student9527.c,36
student8518.c,63
student8267.c,1507
student4167.c,0
student7933.c,1263
student2886.c,1895
student2045.c,753
student6877.c,1196
student3411.c,63
student2155.c,63
student1845.c,1927
student7823.c,1097
student8957.c,403
student7778.c,2383
student4273.c,263
student5673.c,1504
student2351.c,2282
student1571.c,1611
student3925.c,1761
student6053.c,1466
student7980.c,379
student5106.c,1380
student6609.c,1259
student4152.c,1352
student7906.c,2014
student4016.c,63
student8819.c,63
student7795.c,1647
student5612.c,1694
student6522.c,2089
student1044.c,2257
student1410.c,1895
student2197.c,2257
student2230.c,3302
student4602.c,2674
student4959.c,63
student2664.c,1894
student3320.c,3696
student5129.c,1145
student9163.c,1311
student7880.c,584
student9473.c,2536
student6507.c,2475
student7043.c,1397
student3715.c,1604
student5263.c,1348
student4237.c,2884
student5284.c,1256
student7948.c,1790
student6357.c,1541
student2689.c,1584
student3001.c,63
student2896.c,63
student2111.c,3082
student7368.c,231
student4878.c,63
student3711.c,2257
student1889.c,1867
student9048.c,2633
student1021.c,2806
student1165.c,2014
