Name,CharCount
student5284.cpp,1344
student4824.cpp,2154
student9482.cpp,2056
student3178.cpp,2910
student8993.cpp,2272
student9864.cpp,0
student5904.cpp,1815
student1237.cpp,1143
student1579.cpp,2260
student4415.cpp,2069
student2886.cpp,1307
student7054.cpp,1791
student4575.cpp,1543
student2676.cpp,1216
student6410.cpp,1363
student1828.cpp,212
student5496.cpp,769
student5441.cpp,212
student3756.cpp,212
student4011.cpp,1401
student6613.cpp,1641
student5468.cpp,1271
student7525.cpp,1726
student2111.cpp,1294
student6363.cpp,1508
student8428.cpp,2212
student1424.cpp,212
student5695.cpp,212
student4414.cpp,1696
student2717.cpp,1203
student5078.cpp,1751
student6571.cpp,1483
student3421.cpp,212
student7135.cpp,212
student8560.cpp,1692
student5939.cpp,1946
student6001.cpp,212
student2267.cpp,2005
student8986.cpp,2003
student4602.cpp,2758
student8776.cpp,2241
student8004.cpp,1164
student6029.cpp,2363
student3186.cpp,1709
student7492.cpp,1736
student1793.cpp,955
student6956.cpp,212
student6981.cpp,1868
student8774.cpp,1406
student4628.cpp,1915
student5536.cpp,3200
student9318.cpp,1881
student7335.cpp,1912
student8006.cpp,1804
student6995.cpp,1083
student5244.cpp,1599
student4614.cpp,1529
student3386.cpp,1338
student7123.cpp,1906
student8576.cpp,524
student4416.cpp,1613
student4370.cpp,1254
student2701.cpp,1364
student3594.cpp,1847
student7080.cpp,1742
student5867.cpp,1884
student3557.cpp,1906
student2675.cpp,2153
student3219.cpp,1476
student6822.cpp,53
student8199.cpp,1684
student1624.cpp,1137
student2477.cpp,1441
student2463.cpp,1398
student6604.cpp,1476
student1180.cpp,1710
student5899.cpp,1588
student7678.cpp,1825
student7888.cpp,1314
student3350.cpp,1487
student1547.cpp,1594
student9325.cpp,1451
student9443.cpp,1615
student4167.cpp,1432
student3634.cpp,2039
student7320.cpp,1778
student3807.cpp,1981
student1976.cpp,1915
student7485.cpp,1544
student1966.cpp,2799
student5296.cpp,1404
student7495.cpp,212
student6953.cpp,1947
student4163.cpp,1759
student9447.cpp,2242
student5533.cpp,1482
student7442.cpp,1791
student4639.cpp,3923
student8598.cpp,1500
student3383.cpp,1615
student7697.cpp,1729
student2704.cpp,1695
student7085.cpp,1404
student6364.cpp,1601
student2664.cpp,1806
student3546.cpp,1401
student9296.cpp,1732
student7293.cpp,0
student2472.cpp,1391
student4771.cpp,1428
student3023.cpp,212
student1146.cpp,1285
student4016.cpp,1691
student4770.cpp,1601
student1608.cpp,1346
student8638.cpp,1847
student2498.cpp,2851
student6198.cpp,1615
student5122.cpp,2110
student7735.cpp,1592
student1422.cpp,1738
student6403.cpp,1750
student2117.cpp,1621
student4599.cpp,1821
student7090.cpp,1881
student9095.cpp,1563
student5863.cpp,2231
student1542.cpp,2366
student7655.cpp,3025
student4412.cpp,1402
student1581.cpp,1932
student2922.cpp,1944
student8599.cpp,1779
student3631.cpp,1364
student7457.cpp,1892
student7331.cpp,1543
student7443.cpp,1346
student2513.cpp,1392
student6007.cpp,869
student5268.cpp,1390
student5297.cpp,3282
student8957.cpp,1819
student2908.cpp,1508
student5915.cpp,1212
