Name,CharCount
student4733.c,902
student7178.c,739
student3701.c,956
student2755.c,1123
student8794.c,868
student1465.c,2048
student8067.c,913
student5358.c,1687
student1192.c,79
student9318.c,1547
student6328.c,995
student4163.c,1581
student1482.c,1375
student6963.c,1139
student4537.c,2378
student1725.c,1044
student3624.c,1123
student7119.c,63
student6281.c,63
student9542.c,974
student8142.c,864
student8006.c,1659
student7956.c,0
student7485.c,1037
student6349.c,532
student4412.c,63
student9669.c,1500
student7232.c,1165
student1600.c,1552
student6776.c,112
student2888.c,1580
student4456.c,930
student2574.c,2042
student7136.c,991
student1440.c,911
student8416.c,1204
student2634.c,950
student6109.c,972
student7019.c,62
student8029.c,1058
student6419.c,959
student7643.c,1127
student4280.c,63
student6617.c,902
student1915.c,945
student1582.c,1057
student9567.c,1264
student1565.c,1075
student4903.c,895
student7013.c,909
student5957.c,1308
student5667.c,954
student6168.c,1187
student4577.c,958
student7977.c,1187
student2511.c,1184
student8733.c,63
student8367.c,2465
student3315.c,1687
student7153.c,883
student6553.c,836
student3871.c,991
student7443.c,63
student7507.c,1205
student9073.c,63
student9972.c,965
student7709.c,991
student8616.c,1635
student9352.c,890
student5529.c,899
student1640.c,1068
student1704.c,883
student6049.c,63
student9569.c,1094
student4966.c,1122
student2900.c,965
student8412.c,1054
student2800.c,997
student1110.c,930
student6122.c,939
student5832.c,1580
student1688.c,63
student8069.c,947
student2364.c,1006
student4949.c,1187
student6795.c,1064
student8909.c,1073
student6719.c,63
student3560.c,945
student3424.c,940
student8329.c,1848
student6517.c,952
student9527.c,1046
student8518.c,112
student8267.c,1196
student4167.c,63
student7933.c,980
student2886.c,0
student2045.c,778
student6877.c,980
student3411.c,79
student2155.c,1137
student1845.c,840
student7823.c,1205
student8957.c,933
student7778.c,858
student4273.c,0
student5673.c,879
student2351.c,1067
student1571.c,2823
student3925.c,914
student6053.c,1848
student7980.c,1349
student5106.c,878
student6609.c,1002
student4152.c,1009
student7906.c,1020
student4016.c,63
student8819.c,63
student7795.c,809
student5612.c,973
student6522.c,1635
student1044.c,1422
student1410.c,0
student2197.c,1422
student2230.c,966
student4602.c,819
student2664.c,486
student3320.c,1097
student5129.c,1325
student9163.c,1163
student7880.c,958
student9473.c,1001
student6507.c,1552
student7043.c,1241
student3715.c,995
student5263.c,899
student4237.c,892
student5284.c,956
student7948.c,945
student6357.c,1091
student2689.c,892
student3001.c,159
student2896.c,63
student2111.c,888
student7368.c,1221
student4878.c,159
student3711.c,1422
student1889.c,942
student9048.c,1661
student1021.c,858
student1165.c,1020
student1531.c,1143
student4748.c,963
student8133.c,63
student5348.c,896
student5573.c,588
student8580.c,991
student8853.c,947
student3515.c,855
student6707.c,354
student9673.c,1155
student8337.c,63
student8139.c,1068
student6781.c,1026
student4819.c,63
student9029.c,0
student5639.c,966
student2950.c,945
student9416.c,937
student4729.c,953
student2464.c,63
student7802.c,973
student7495.c,63
student7249.c,1198
student4469.c,942
student9949.c,910
student8859.c,1067
student1188.c,894
student6332.c,1213
student6376.c,996
student7632.c,904
student8959.c,903
student1710.c,1335
student7085.c,1126
student4995.c,0
student5412.c,1221
student9269.c,63
student6195.c,951
student9981.c,1102
student3940.c,945
student6462.c,850
student6172.c,1018
student7791.c,1090
student9129.c,63
student6681.c,819
student9439.c,899
student4290.c,63
student7343.c,1024
student6743.c,63
student6728.c,1009
student8480.c,63
student6547.c,931
student6403.c,953
student2831.c,846
student5494.c,966
student8467.c,1249
student7457.c,1057
student3301.c,63
student5677.c,2042
student2645.c,966
student2701.c,1141
student6468.c,980
student1278.c,952
student7911.c,201
student5399.c,1249
student1833.c,63
student6801.c,266
student7331.c,976
student8189.c,904
student1213.c,1133
student9099.c,914
student7425.c,1102
student2080.c,1052
student6471.c,985
student2208.c,894
student4825.c,1032
student7135.c,858
student3116.c,930
student4124.c,2048
student7970.c,2823
student6924.c,1621
student3406.c,890
student1916.c,972
student2142.c,880
student9624.c,588
student8670.c,63
student7704.c,108
student1336.c,945
student9998.c,1144
student5374.c,878
student4320.c,139
student1132.c,1072
student7444.c,990
student1422.c,1042
student7298.c,958
student6410.c,931
student9464.c,1122
student1522.c,63
student1466.c,2336
student2922.c,1302
student8430.c,850
student1176.c,63
student2949.c,940
student1372.c,63
student2539.c,909
student3442.c,1045
student3506.c,1659
student8593.c,2184
student6571.c,969
student3853.c,945
student4305.c,1143
student6792.c,834
student7392.c,63
student6321.c,1163
student1313.c,1100
student7665.c,1097
student9601.c,991
student6631.c,1208
student3423.c,894
student7196.c,1236
student9931.c,2191
student3133.c,63
student3077.c,1211
student4389.c,1661
student2477.c,790
student5789.c,1058
student5996.c,1163
student5355.c,0
student3978.c,878
student3857.c,931
student6121.c,1127
student8986.c,1354
student4415.c,845
student5015.c,1091
student4882.c,354
student5441.c,1323
student1253.c,935
student9315.c,834
student3780.c,845
student6635.c,63
student5624.c,993
student4804.c,861
student7050.c,63
student9524.c,776
student3836.c,1231
student7540.c,63
student6004.c,552
student5420.c,1024
student2556.c,1375
student6088.c,812
student8774.c,1267
student8264.c,63
student8674.c,3031
student7700.c,63
student9097.c,930
student8497.c,2001
student1649.c,1141
student8187.c,63
student3546.c,922
student3402.c,990
student3872.c,974
student5193.c,1538
student1562.c,1052
student5370.c,63
student4770.c,905
student2206.c,1046
student9705.c,893
student7335.c,63
student7582.c,939
student4141.c,63
student2437.c,1405
student4982.c,982
student2063.c,1208
student1013.c,926
student9155.c,63
student3258.c,858
student8886.c,885
student2267.c,63
student4655.c,1257
student6889.c,1500
student4599.c,903
student2667.c,63
student7386.c,299
student3777.c,1036
student6999.c,879
student3594.c,63
student7165.c,953
student8011.c,1031
student1047.c,892
student6582.c,1151
student1738.c,952
student5005.c,1073
student6915.c,1045
student8971.c,63
student2463.c,1908
student7492.c,1041
student8705.c,701
student7735.c,1241
student3790.c,1151
student4370.c,866
student7040.c,1032
student8070.c,1054
student4814.c,1257
student7414.c,0
student8560.c,1060
student9160.c,953
student5904.c,1086
student3512.c,885
student2895.c,907
student8854.c,905
student4397.c,1043
student1366.c,1072
student5287.c,980
student7200.c,826
student1776.c,933
student1266.c,980
student6198.c,63
student6310.c,1067
student8954.c,1006
student7820.c,888
student4420.c,1211
student9900.c,847
student5804.c,2184
student2972.c,863
student7514.c,954
student9570.c,63
student4850.c,63
student8393.c,0
student2216.c,914
student1009.c,867
student3108.c,1661
student2508.c,1123
student7771.c,867
student5882.c,1036
student9825.c,1044
student2648.c,1208
student8055.c,1500
student9986.c,1323
student3677.c,914
student1068.c,2042
student3367.c,1101
student1268.c,1635
student4155.c,1354
student3023.c,1137
student9821.c,929
student9201.c,1011
student5861.c,980
student9141.c,969
student3943.c,63
student3807.c,1133
student9451.c,2202
student7125.c,904
student1517.c,945
student1453.c,858
student5470.c,1166
student4134.c,835
student5160.c,1041
student6740.c,898
student6604.c,1335
student8370.c,63
student5383.c,864
student1772.c,1241
student1326.c,63
student5693.c,63
student8724.c,980
student3756.c,63
student5220.c,891
student5730.c,908
student8520.c,869
student1066.c,878
student5800.c,903
student4587.c,943
student3866.c,902
student1476.c,935
student6010.c,63
student5774.c,63
student4393.c,63
student4683.c,1524
student4460.c,933
student3516.c,1325
student2406.c,63
student2953.c,606
student5961.c,1267
student9105.c,1382
student7382.c,928
student9499.c,809
student7496.c,79
student7945.c,1000
student7501.c,907
student2967.c,1908
student3313.c,1085
student5665.c,825
student4265.c,63
student1016.c,1123
student9993.c,959
student4824.c,1308
student6534.c,63
student7293.c,1458
student6364.c,834
student8754.c,1165
student5897.c,991
student8864.c,922
student4798.c,968
student4454.c,1088
student1976.c,879
student6497.c,972
student5298.c,997
student4554.c,997
student7197.c,339
student6900.c,821
student6087.c,982
student4100.c,953
student7810.c,1053
student8598.c,1382
student6320.c,903
student6774.c,929
student2736.c,1848
student4614.c,63
student1891.c,108
student4860.c,1137
student1542.c,63
student8004.c,892
student5834.c,994
student5970.c,976
student3219.c,63
student2806.c,63
student5071.c,1302
student1608.c,902
student4471.c,1141
student2417.c,858
student4161.c,809
student2553.c,963
student5621.c,63
student2247.c,868
student1548.c,63
student6455.c,944
student9175.c,2004
student6001.c,991
student8631.c,63
student2478.c,1036
student7255.c,1075
student3568.c,1205
student6711.c,266
student9486.c,1102
student2884.c,891
student2228.c,1245
student1463.c,1143
student7051.c,825
student5915.c,1002
student1037.c,965
student1173.c,1074
student3217.c,980
student1390.c,926
student6634.c,63
student7370.c,858
student9870.c,62
student7193.c,1155
student3136.c,701
student9897.c,1054
student8288.c,1908
student3856.c,923
student5830.c,1552
student2869.c,1302
student3666.c,908
student7297.c,914
student3722.c,1020
student5744.c,969
student9298.c,63
student1446.c,487
student3485.c,1101
student8860.c,1126
student2126.c,945
student2009.c,936
student1352.c,1014
student2343.c,1032
student4635.c,1382
student4261.c,2191
student2908.c,902
student3253.c,1075
student5482.c,1235
student2827.c,1094
student9071.c,890
student6882.c,2191
student4841.c,946
student8025.c,891
student2513.c,63
student8801.c,63
student3403.c,879
student2068.c,1213
student1623.c,63
student9275.c,931
student5899.c,1308
student2468.c,1552
student7755.c,909
student9221.c,1041
student9945.c,1054
student2547.c,922
student6441.c,63
.c,63
student7882.c,835
student4192.c,1659
student8561.c,1221
student5592.c,63
student5771.c,487
student3717.c,63
student4661.c,1133
student3009.c,825
student1616.c,1293
student3791.c,2191
student9924.c,954
student3436.c,847
student2526.c,63
student1412.c,1122
student9887.c,910
student8298.c,911
student8444.c,923
student9388.c,736
student2749.c,63
student2956.c,869
student8500.c,1086
student8997.c,1032
student7697.c,63
student7888.c,2336
student3776.c,850
student3732.c,339
student4644.c,2001
student1579.c,947
student2585.c,597
student4014.c,835
student1329.c,1044
student9824.c,845
student9340.c,63
student1518.c,1236
student5225.c,3031
student5805.c,840
student9125.c,943
student8035.c,1038
student2338.c,139
student8486.c,958
student5475.c,1169
student2447.c,1143
student2503.c,1302
