Name,CharCount
student4733.c,515
student7178.c,419
student3701.c,63
student2755.c,63
student8794.c,651
student1465.c,439
student8067.c,439
student5358.c,4207
student1192.c,63
student9318.c,565
student6328.c,456
student4163.c,519
student1482.c,686
student6963.c,476
student4537.c,948
student3624.c,63
student7119.c,603
student9542.c,452
student8142.c,628
student8006.c,670
student7956.c,63
student7485.c,565
student6349.c,579
student4412.c,335
student9669.c,481
student7232.c,549
student1600.c,434
student6776.c,496
student2888.c,691
student4456.c,520
student2574.c,1612
student3483.c,1365
student7136.c,449
student1440.c,456
student8552.c,537
student8416.c,612
student2634.c,458
student6109.c,461
student7019.c,399
student8029.c,583
student6419.c,429
student7643.c,456
student4280.c,599
student6617.c,875
student1915.c,662
student1582.c,632
student9567.c,607
student1565.c,436
student4903.c,646
student7013.c,590
student5957.c,521
student2821.c,437
student5667.c,657
student6168.c,489
student4577.c,676
student7977.c,489
student2511.c,603
student8733.c,377
student8367.c,501
student3315.c,4207
student7153.c,481
student6553.c,550
student3871.c,431
student7443.c,426
student7507.c,551
student9073.c,547
student9972.c,641
student7709.c,449
student8616.c,506
student9352.c,498
student5529.c,632
student1640.c,577
student1704.c,481
student6049.c,63
student9569.c,498
student4966.c,608
student2900.c,712
student8412.c,448
student2800.c,751
student1110.c,520
student6122.c,441
student5832.c,691
student1688.c,438
student8069.c,697
student2364.c,566
student4949.c,489
student6795.c,697
student8909.c,821
student3560.c,632
student3424.c,667
student8329.c,463
student6517.c,466
student9527.c,582
student8518.c,496
student8267.c,468
student4167.c,63
student7933.c,577
student2886.c,542
student2045.c,223
student6877.c,63
student3411.c,63
student2155.c,294
student1845.c,494
student7823.c,551
student8957.c,527
student7778.c,562
student4273.c,537
student5673.c,516
student2351.c,512
student1571.c,587
student3925.c,553
student6053.c,463
student7980.c,314
student5106.c,529
student6609.c,578
student4152.c,497
student7906.c,601
student4016.c,335
student8819.c,473
student7795.c,518
student5612.c,666
student6522.c,506
student1044.c,487
student1410.c,542
student2197.c,487
student2230.c,692
student4602.c,466
student2664.c,114
student3320.c,631
student5129.c,822
student9163.c,463
student7880.c,391
student9473.c,566
student6507.c,670
student7043.c,743
student3715.c,456
student5263.c,632
student4237.c,554
student5284.c,417
student7948.c,662
student6357.c,430
student2689.c,458
student3001.c,567
student2111.c,552
student7368.c,577
student4878.c,567
student3711.c,487
student1889.c,810
student9048.c,993
student1021.c,509
student1165.c,601
student1531.c,485
student4748.c,471
student8133.c,750
student5348.c,547
student5573.c,604
student8580.c,549
student8853.c,697
student3515.c,436
student6707.c,565
student9673.c,580
student8139.c,577
student6781.c,487
student4819.c,542
student9029.c,542
student5639.c,501
student2950.c,662
student9416.c,695
student4729.c,541
student2464.c,534
student7802.c,666
student7495.c,542
student7249.c,466
student4469.c,810
student9949.c,513
student8859.c,512
student1188.c,450
student6332.c,573
student6376.c,460
student7632.c,545
student8959.c,500
student1710.c,542
student7085.c,583
student4995.c,0
student5412.c,1780
student9269.c,204
student6195.c,813
student9981.c,489
student3940.c,445
student6462.c,584
student6172.c,434
student7791.c,699
student9129.c,414
student6681.c,466
student9439.c,472
student7343.c,495
student6743.c,63
student6728.c,480
student6547.c,592
student6403.c,63
student2831.c,477
student5494.c,482
student8467.c,652
student7457.c,632
student5677.c,566
student2645.c,482
student2701.c,455
student6468.c,431
student9458.c,63
student1278.c,466
student7911.c,63
student5399.c,652
student1833.c,63
student6801.c,416
student7331.c,437
student8189.c,545
student1213.c,487
student9099.c,425
student7425.c,489
student2080.c,514
student6471.c,493
student2208.c,466
student4825.c,310
student7135.c,509
student3116.c,449
student4124.c,439
student7970.c,587
student6924.c,445
student3406.c,498
student1916.c,578
student2142.c,440
student9624.c,604
student8670.c,331
student7704.c,453
student1336.c,632
student9998.c,626
student5374.c,709
student4320.c,386
student1132.c,551
student7444.c,594
student1422.c,594
student7298.c,391
student6410.c,592
student9464.c,608
student1522.c,535
student2922.c,505
student8430.c,512
student1176.c,63
student8797.c,161
student2949.c,424
student1372.c,584
student2539.c,590
student6960.c,537
student3442.c,497
student3506.c,670
student8593.c,672
student6571.c,63
student3853.c,499
student4305.c,771
student6792.c,605
student7392.c,535
student6321.c,463
student1313.c,703
student7665.c,631
student9601.c,431
student6631.c,691
student3423.c,576
student7196.c,512
student9931.c,416
student3133.c,63
student3077.c,467
student4389.c,993
student2477.c,727
student5789.c,583
student5996.c,463
student5355.c,0
student3978.c,564
student1468.c,161
student3857.c,598
student6121.c,456
student8986.c,778
student4415.c,741
student5015.c,510
student4882.c,565
student5441.c,452
student1253.c,424
student9315.c,486
student3780.c,533
student6635.c,500
student5624.c,606
student4804.c,625
student7050.c,1103
student9524.c,36
student3836.c,545
student6004.c,414
student5420.c,495
student2556.c,686
student6088.c,454
student8774.c,532
student8264.c,63
student8674.c,568
