Name,CharCount
student3701.c,334
student2755.c,375
student8794.c,409
student1465.c,605
student8067.c,299
student5358.c,325
student1192.c,522
student9318.c,294
student4163.c,399
student1482.c,288
student4473.c,340
student1725.c,332
student4108.c,321
student7119.c,343
student8006.c,461
student7956.c,331
student7485.c,383
student7232.c,309
student6776.c,423
student4456.c,304
student2574.c,338
student3483.c,383
student4639.c,308
student8552.c,340
student2634.c,320
student6109.c,417
student8029.c,595
student6419.c,306
student4280.c,320
student8363.c,367
student6617.c,321
student1915.c,301
student4903.c,312
student7013.c,323
student5957.c,603
student2965.c,319
student2821.c,593
student9358.c,315
student6303.c,427
student6613.c,348
student8367.c,466
student3315.c,301
student7443.c,661
student7507.c,321
student9972.c,351
student9352.c,325
student5529.c,330
student2900.c,351
student2800.c,338
student1110.c,374
student6122.c,354
student1688.c,444
student8069.c,369
student2364.c,297
student4949.c,653
student8909.c,342
student3560.c,509
student3424.c,302
student4416.c,308
student8329.c,311
student2160.c,620
student2925.c,331
student9463.c,471
student8518.c,321
student1375.c,319
student2886.c,665
student6877.c,431
student3411.c,615
student2155.c,412
student1845.c,302
student5533.c,298
student7823.c,590
student8957.c,326
student7713.c,313
student4273.c,301
student5673.c,446
student2351.c,399
student8118.c,319
student1571.c,367
student6053.c,653
student7980.c,314
student4016.c,330
student8819.c,982
student5612.c,446
student3900.c,728
student2197.c,665
student4602.c,326
student4959.c,288
student2664.c,300
student5129.c,814
student9163.c,438
student9473.c,348
student6507.c,724
student3715.c,318
student5263.c,286
student8780.c,346
student4237.c,615
student5284.c,337
student7948.c,515
student6357.c,544
student7678.c,663
student2896.c,322
student2111.c,503
student9758.c,428
student4377.c,395
student1021.c,345
student8133.c,252
student5573.c,571
student8580.c,303
student6973.c,360
student9673.c,384
student8337.c,296
student3634.c,322
student8139.c,305
student2234.c,387
student8152.c,305
student2464.c,425
student7802.c,317
student7495.c,667
student5512.c,303
student7249.c,460
student4469.c,403
student9949.c,326
student1188.c,364
student6332.c,306
student1200.c,425
student7085.c,323
student5412.c,288
student6259.c,316
student6462.c,333
student4290.c,256
student5380.c,315
student4780.c,328
student6743.c,316
student3551.c,304
student6728.c,349
student3415.c,252
student8480.c,296
student6547.c,335
student6403.c,324
student2831.c,680
student7457.c,590
student3301.c,303
student2645.c,320
student2701.c,572
student9458.c,295
student1278.c,579
student7911.c,312
student5399.c,322
student1833.c,322
student9589.c,296
student8189.c,620
student5741.c,559
student4825.c,317
student3116.c,745
student4124.c,315
student5170.c,394
student3406.c,317
student1581.c,661
student2142.c,271
student9624.c,327
student8224.c,558
student8670.c,331
student7704.c,321
student9998.c,325
student1132.c,432
student1422.c,451
student7298.c,372
student6410.c,320
student1466.c,331
student8430.c,331
student1176.c,323
student8797.c,615
student6960.c,349
student3442.c,321
student6824.c,329
student6571.c,330
student7392.c,430
student8599.c,318
student1313.c,353
student7665.c,536
student9601.c,374
student8089.c,325
student6631.c,302
student3567.c,307
student9931.c,290
student3133.c,535
student3077.c,314
student4389.c,471
student2477.c,360
student5789.c,304
student5355.c,296
student3978.c,314
student1547.c,327
student4415.c,403
student4105.c,335
student1317.c,729
student9315.c,373
student5624.c,325
student4804.c,424
student8124.c,589
student9524.c,366
student7540.c,296
student5420.c,306
student8774.c,331
student4888.c,982
student8264.c,333
student5397.c,757
student9097.c,337
student8497.c,324
student1649.c,409
student4430.c,428
student8187.c,327
student3546.c,299
student6550.c,403
student3872.c,307
student4770.c,320
student5660.c,297
student2652.c,727
student2437.c,347
student4982.c,276
student1013.c,295
student3258.c,813
student8886.c,345
student2267.c,357
student6999.c,303
student3594.c,559
student7165.c,503
