Name,CharCount
student4733.c,1833
student7178.c,1469
student3701.c,1834
student2755.c,5159
student8794.c,7643
student1465.c,2481
student8067.c,7199
student5358.c,7205
student1192.c,63
student9318.c,9642
student6328.c,1613
student4163.c,445
student1482.c,3414
student6963.c,3009
student4537.c,63
student1725.c,63
student4108.c,724
student3624.c,5159
student7119.c,63
student6281.c,60
student9542.c,2351
student8142.c,1276
student8006.c,63
student7956.c,0
student7485.c,2119
student6349.c,6596
student4412.c,63
student9669.c,2912
student7232.c,2123
student1600.c,7707
student6776.c,1898
student2888.c,3696
student4456.c,1577
student2574.c,1815
student7136.c,7133
student1440.c,1675
student8552.c,394
student8416.c,2570
student2634.c,7327
student6109.c,3382
student7019.c,1961
student8029.c,1458
student6419.c,3544
student7643.c,2308
student4280.c,3595
student6617.c,63
student1915.c,2974
student1582.c,2094
student9567.c,1436
student1565.c,1866
student4903.c,1366
student7013.c,13981
student5957.c,63
student5667.c,1731
student6168.c,1570
student4577.c,19636
student7977.c,1570
student2511.c,3154
student8733.c,0
student8367.c,2519
student3315.c,7205
student7153.c,1848
student6553.c,1412
student3871.c,1147
student7443.c,63
student7507.c,1897
student9073.c,63
student9972.c,3235
student7709.c,7133
student8616.c,1908
student9352.c,63
student5529.c,2261
student1640.c,1329
student1704.c,1848
student6049.c,564
student9569.c,2065
student4966.c,6391
student2900.c,3235
student8412.c,1999
student2800.c,63
student1110.c,1577
student6122.c,2023
student5832.c,3696
student1688.c,9756
student8069.c,1996
student2364.c,63
student4949.c,63
student6795.c,2334
student8909.c,2528
student6719.c,63
student3560.c,3820
student3424.c,1517
student8329.c,1676
student2160.c,63
student2925.c,63
student6517.c,10073
student9463.c,118
student9527.c,0
student8518.c,1898
student8267.c,2123
student4167.c,0
student7933.c,2364
student2886.c,4009
student2045.c,3160
student6877.c,54
student3411.c,63
student2155.c,4157
student1845.c,1205
student7823.c,1897
student8957.c,2876
student7778.c,1194
student4273.c,394
student5673.c,7927
student2351.c,2443
student1571.c,2500
student3925.c,1858
student6053.c,1676
student7980.c,5096
student5106.c,1153
student6609.c,2497
student4152.c,4016
student7906.c,1492
student4016.c,63
student8819.c,63
student7795.c,1494
student5612.c,2719
student6522.c,1908
student1044.c,2426
student1410.c,4009
student2197.c,2426
student2230.c,1393
student4602.c,388
student2664.c,879
student3320.c,2434
student5129.c,2003
student9163.c,2695
student7880.c,480
student9473.c,5480
student6507.c,5496
student7043.c,1933
student3715.c,1613
student5263.c,2261
student5637.c,63
student8780.c,109
student4237.c,5180
student5284.c,1834
student7948.c,2974
student6357.c,1917
student7678.c,63
student2689.c,1221
student2896.c,63
student2111.c,8960
student7368.c,1949
student3711.c,2426
student1889.c,63
student9048.c,15438
student1021.c,8869
student1165.c,1492
student1531.c,63
student4748.c,63
student8133.c,63
student5348.c,1536
student5573.c,1107
student8580.c,2083
student8853.c,1996
student3515.c,1746
student6707.c,282
student9673.c,10586
student8337.c,63
student8139.c,1329
student6781.c,4218
student4819.c,63
student9029.c,4009
student5639.c,12646
student2950.c,2974
student9416.c,2069
student4729.c,2866
student2464.c,2049
student7802.c,2719
student7495.c,2479
student7249.c,1866
student4469.c,63
student9949.c,3947
student3287.c,63
student8859.c,2443
student1188.c,1270
student6332.c,1783
student6376.c,12209
student7632.c,2248
student8959.c,5839
student1710.c,5944
student7085.c,109
student4995.c,0
student5412.c,6848
student9269.c,108
student6195.c,8513
student9981.c,16816
student3940.c,63
student6462.c,1249
student6172.c,1472
student7791.c,22118
student9129.c,63
student6681.c,388
student9439.c,4248
student4290.c,3792
student7343.c,6756
student6743.c,63
student6728.c,1980
student8480.c,63
student6547.c,2177
student6403.c,1541
student2831.c,1420
student5494.c,2109
student8467.c,1644
student7457.c,2094
student3301.c,60
student5677.c,63
student2645.c,2109
student2701.c,2014
student6468.c,2079
student9458.c,63
student1278.c,10073
student7911.c,322
student5399.c,1644
student1833.c,63
student6801.c,63
student2148.c,63
student7331.c,10119
student8189.c,2248
student1213.c,1528
student9099.c,1526
student7425.c,16816
student2080.c,5659
student6471.c,7286
student2208.c,1941
student4825.c,1890
student7135.c,8869
student3116.c,6909
student4124.c,2481
student7970.c,2500
student5170.c,63
student6924.c,2087
student3406.c,63
student1916.c,1814
student2142.c,4301
student9624.c,4255
student8670.c,63
student7704.c,3440
student1336.c,1092
student9998.c,2312
student5374.c,1292
student4320.c,58
student1132.c,1897
student7444.c,10850
student1422.c,423
student7298.c,480
student6410.c,63
student9464.c,6391
student1522.c,1464
student1466.c,63
student2922.c,8926
student8430.c,1191
student1176.c,63
student8797.c,63
student2949.c,1274
student1372.c,63
student2539.c,13981
student6960.c,63
student3442.c,63
student3506.c,5876
student6824.c,63
student8593.c,3504
student6571.c,1436
student3853.c,2379
student4305.c,3517
