Name,CharCount
student5284.cpp,2684
student4824.cpp,3432
student1021.cpp,2806
student8011.cpp,2277
student3178.cpp,3145
student1009.cpp,1917
student8993.cpp,2806
student9864.cpp,315
student9870.cpp,315
student5904.cpp,315
student1237.cpp,1856
student6558.cpp,1306
student1551.cpp,1915
student9125.cpp,2370
student6216.cpp,1894
student1579.cpp,2809
student4415.cpp,2106
student2886.cpp,1915
student8367.cpp,2306
student4575.cpp,2062
student2676.cpp,1933
student3568.cpp,1819
student6410.cpp,0
student6376.cpp,2443
student5496.cpp,2915
student3756.cpp,2501
student4011.cpp,1719
student5468.cpp,2117
student7525.cpp,1084
student8819.cpp,1919
student2111.cpp,2565
student6363.cpp,1399
student1424.cpp,1776
student5695.cpp,1634
student4414.cpp,2592
student3421.cpp,278
student8560.cpp,1786
student5939.cpp,1874
student6001.cpp,315
student2267.cpp,2377
student8986.cpp,1176
student8776.cpp,2172
student6029.cpp,2137
student8789.cpp,4631
student3186.cpp,2863
student7492.cpp,315
student1793.cpp,1639
student5287.cpp,1780
student6956.cpp,1757
student4628.cpp,1903
student5536.cpp,2841
student8006.cpp,1217
student5244.cpp,1876
student2503.cpp,2542
student7123.cpp,1922
student8576.cpp,315
student3423.cpp,2107
student1220.cpp,2451
student4416.cpp,1896
student3594.cpp,2195
student7080.cpp,2192
student3557.cpp,452
student5132.cpp,315
student8416.cpp,2852
student8370.cpp,1556
student7043.cpp,2160
student2675.cpp,1819
student3219.cpp,1901
student7255.cpp,1725
student1624.cpp,315
student4748.cpp,1980
student2477.cpp,2005
student2463.cpp,315
student6604.cpp,315
student7297.cpp,2327
student4577.cpp,2613
student3542.cpp,1485
student2648.cpp,2008
student7678.cpp,2475
student7888.cpp,315
student3436.cpp,315
student3350.cpp,2056
student1547.cpp,2390
student9325.cpp,1650
student9443.cpp,1524
student4167.cpp,2871
student6002.cpp,424
student3634.cpp,1627
student3807.cpp,2796
student1976.cpp,1176
student7485.cpp,2350
student1966.cpp,1962
student7495.cpp,315
student9447.cpp,2240
student6774.cpp,2041
student5533.cpp,2445
student4639.cpp,1955
student8598.cpp,2321
student7697.cpp,1471
student2704.cpp,2809
student7085.cpp,2763
student2664.cpp,315
student7293.cpp,1912
student6172.cpp,2235
student2472.cpp,315
student4771.cpp,472
student3023.cpp,472
student1620.cpp,2195
student7537.cpp,2117
student1146.cpp,315
student4016.cpp,1993
student4770.cpp,2055
student2498.cpp,315
student8412.cpp,1934
student2895.cpp,315
student5122.cpp,212
student7735.cpp,2305
student6403.cpp,2453
student7709.cpp,2382
student2117.cpp,315
student7090.cpp,1592
student9095.cpp,315
student9081.cpp,2250
student1542.cpp,2813
student7655.cpp,2056
student8566.cpp,2187
student4412.cpp,2345
student1581.cpp,1994
student8599.cpp,315
student3631.cpp,2942
student4638.cpp,315
student7443.cpp,1955
student2513.cpp,1917
student6007.cpp,2589
student5268.cpp,2809
student8957.cpp,2252
student3182.cpp,69
student6011.cpp,1993
student3169.cpp,2423
student2511.cpp,1894
student2539.cpp,2305
student2908.cpp,1646
student5915.cpp,315
student1583.cpp,2552
student1597.cpp,1650
student4389.cpp,3432
student7119.cpp,2573
student3425.cpp,1922
student9097.cpp,1909
student5861.cpp,2795
student2868.cpp,1847
student2667.cpp,1627
student1352.cpp,1343
student7051.cpp,2238
student3551.cpp,2177
student9281.cpp,315
student6824.cpp,315
student1193.cpp,974
student3790.cpp,1934
student4772.cpp,2121
student6617.cpp,1646
student9524.cpp,2050
student2464.cpp,1925
student4798.cpp,315
student1192.cpp,315
student8363.cpp,315
student4559.cpp,1962
student2896.cpp,315
student1390.cpp,2100
student5860.cpp,1994
student7911.cpp,1970
student3424.cpp,785
student4377.cpp,315
student1582.cpp,2125
student6992.cpp,4067
student8997.cpp,1441
student6010.cpp,3791
student6776.cpp,3468
student9486.cpp,2592
student5581.cpp,1881
student6088.cpp,1586
student7382.cpp,315
student3133.cpp,315
student3899.cpp,315
student7341.cpp,2578
student7369.cpp,315
student6711.cpp,452
student6705.cpp,315
student7180.cpp,315
student1297.cpp,1934
student8264.cpp,2451
student1446.cpp,1650
student9998.cpp,315
student8853.cpp,949
student5378.cpp,315
student2371.cpp,1906
student2364.cpp,2370
student9557.cpp,2655
student5345.cpp,315
student7546.cpp,0
student7778.cpp,1919
student5621.cpp,2183
student6328.cpp,2148
student1269.cpp,785
student4305.cpp,2073
student3442.cpp,310
student8503.cpp,315
student5741.cpp,1991
student2953.cpp,315
student2210.cpp,2364
student4661.cpp,2275
student8067.cpp,69
student1725.cpp,766
student3867.cpp,2250
student1916.cpp,1896
student1080.cpp,315
student4850.cpp,1718
student3871.cpp,2821
student4878.cpp,315
student6706.cpp,1625
student4105.cpp,2058
student3483.cpp,4806
student7197.cpp,424
student1531.cpp,1951
student8267.cpp,2237
student7791.cpp,0
student5804.cpp,3145
student8313.cpp,1254
student6882.cpp,2646
student8139.cpp,315
student8892.cpp,3539
student8886.cpp,2412
student8110.cpp,756
student5420.cpp,1780
student1120.cpp,1951
student6854.cpp,2750
